domain,fb,name,sources,tw,usnpl_tag,website,wp_tags,yt
eaglenewsonline.com,https://www.facebook.com/eaglebulletin,Fayetteville Eagle Bulletin,usnpl.com,eaglebulletin,Newspapers,http://www.eaglenewsonline.com/pubs/eagle-bulletin,,
eaglenewsonline.com,,Eagle Newspapers,usnpl.com,,Newspapers,http://www.eaglenewsonline.com,,
eagleobserver.com,https://www.facebook.com/WestsideEagleObserver,Westside Eagle Observer,usnpl.com,,Newspapers,http://www.eagleobserver.com,,
eagletimes.com,https://www.facebook.com/TheEagleTimes,Claremont Eagle Times,usnpl.com,,Newspapers,http://www.eagletimes.com,,https://www.youtube.com/channel/UCiS5nXLH6BguN9RFMsiv8HQ
eagletribune.com,https://www.facebook.com/theeagletribune,Eagle-Tribune,usnpl.com;AWIS,EagleTrib,Newspapers,http://www.eagletribune.com,,http://www.youtube.com/user/TheEagleTribune
earlycountynews.com,,Early County News,usnpl.com,,Newspapers,http://www.earlycountynews.com,,
eastaurorabee.com,https://www.facebook.com/EastAuroraBee,East Aurora Bee,usnpl.com,EastAuroraBee,Newspapers,http://www.eastaurorabee.com,,
eastbayexpress.com,https://www.facebook.com/eastbayexpress,East Bay Express,usnpl.com,EastBayExpress,Newspapers,http://www.eastbayexpress.com,,
eastbayri.com,https://www.facebook.com/PortsmouthTimes,Portsmouth Times,usnpl.com,eastbayri,Newspapers,http://www.eastbayri.com/portsmouth,,
eastbayri.com,https://www.facebook.com/pages/Warren-Times-Gazette/259622280877176,Warren Times-Gazette ,usnpl.com,eastbayri,Newspapers,http://www.eastbayri.com/warren,,
eastbaytimes.com,https://www.facebook.com/AlamedaJournal,Alameda Journal,usnpl.com;AWIS,jonkawamoto,Newspapers,http://www.eastbaytimes.com/alameda,,
eastbaytimes.com,https://www.facebook.com/BerkeleyVoice,Berkeley Voice,usnpl.com;AWIS,,Newspapers,http://www.eastbaytimes.com/berkeley,,
eastbaytimes.com,https://www.facebook.com/eastbaytimes/,Danville Valley Journal,usnpl.com;AWIS,EastBayTimes,Newspapers,http://www.eastbaytimes.com/danville,,
eastbaytimes.com,https://www.facebook.com/fremontargus,Argus,usnpl.com;AWIS,EastBayTimes,Newspapers,http://www.eastbaytimes.com/argus,,
eastbaytimes.com,https://www.facebook.com/eastbaytimes/,East Bay Times,usnpl.com;AWIS,EastBayTimes,Newspapers,http://www.eastbaytimes.com/orinda-lafayette-moraga,,
eastbaytimes.com,https://www.facebook.com/OaklandTribune,Oakland Tribune,usnpl.com;AWIS,EastBayTimes,Newspapers,http://www.eastbaytimes.com/oakland-tribune,,http://www.youtube.com/user/insidebayarea
eastbaytimes.com,https://www.facebook.com/Piedmonter,Piedmonter,usnpl.com;AWIS,jonkawamoto,Newspapers,http://www.eastbaytimes.com/piedmont,,
eastbaytimes.com,https://www.facebook.com/eastbaytimes/,Pittsburg News,usnpl.com;AWIS,EastBayTimes,Newspapers,http://www.eastbaytimes.com/pittsburg,,
eastbaytimes.com,https://www.facebook.com/trivalleytimes,Tri-Valley Times,usnpl.com;AWIS,,Newspapers,http://www.eastbaytimes.com/tri-valley-times,,
eastbaytimes.com,https://www.facebook.com/eastbaytimes/,San Ramon Valley Times,usnpl.com;AWIS,EastBayTimes,Newspapers,http://www.eastbaytimes.com/san-ramon-valley-times,,
eastbaytimes.com,https://www.facebook.com/eastbaytimes/,Contra Costa Times,usnpl.com;AWIS,EastBayTimes,Newspapers,http://www.eastbaytimes.com/contra-costa-times,,
eastcountygazette.com,https://www.facebook.com/pages/East-County-Gazette/73799452158,East County Gazette,usnpl.com,,Newspapers,http://www.eastcountygazette.com,,
eastcountymagazine.org,https://www.facebook.com/pages/East-County-Magazine/524328380924611,East County Magazine,usnpl.com,EastCountyMag,Newspapers,http://eastcountymagazine.org,,
eastcountytimesonline.com,https://www.facebook.com/pages/East-County-Times/194833855361,East County Times,usnpl.com,eastcountytimes,Newspapers,http://www.eastcountytimesonline.com,,
easterncoloradoplainsman.com,https://www.facebook.com/TheLimonLeader,Limon Leader,usnpl.com,LimonLeader,Newspapers,http://easterncoloradoplainsman.com,,
easternecho.com,,The Eastern Echo,usnpl.com,theeasternecho,College Newspapers,http://www.easternecho.com,,https://www.youtube.com/user/theeasternecho/videos
easterneronline.com,https://www.facebook.com/TheEasterner,The Easterner Online,usnpl.com,easterneronline,College Newspapers,http://easterneronline.com,,
easterngazette.com,,Eastern Gazette,usnpl.com,,Newspapers,http://www.easterngazette.com,,
easternprogress.com,https://www.facebook.com/TheEasternProgress,Eastern Progress,usnpl.com,easternprogress,College Newspapers,http://easternprogress.com,,
easternshorepost.com,https://www.facebook.com/pages/Eastern-Shore-Post/144666398984384,Eastern Shore Post,usnpl.com,,Newspapers,http://www.easternshorepost.com,,
easthamptonstar.com,https://www.facebook.com/easthamptonstar,East Hampton Star,usnpl.com,ehstar,Newspapers,http://easthamptonstar.com,,
eastietimes.com,,East Boston Times,usnpl.com,,Newspapers,http://www.eastietimes.com,,
eastoncourier.com,https://www.facebook.com/EastonCourier,Easton Courier,usnpl.com,EastonCourier,Newspapers,http://www.eastoncourier.com,,
eastoregonian.com,https://www.facebook.com/EastOregonian,East Oregonian,usnpl.com,EastOregonian,Newspapers,http://www.eastoregonian.com,,http://www.youtube.com/user/EastOregonian
eastpeoriatimescourier.com,https://www.facebook.com/pages/East-Peoria-Times-Courier/117814502837,East Peoria Times-Courier,usnpl.com,eastpeoriatimes,Newspapers,http://www.eastpeoriatimescourier.com,,
eastsidereviewnews.com,https://www.facebook.com/East-Side-Review-66294625819/,East Side Review,usnpl.com,lillienews,Newspapers,http://www.eastsidereviewnews.com,,https://www.youtube.com/user/LillieNews
easttennessean.com,http://www.facebook.com/easttennessean,The East Tennessean,usnpl.com,easttennessean,College Newspapers,http://www.easttennessean.com,,
easttennesseescw.com,,WBXX,stationindex,,TV station,http://www.easttennesseescw.com/,,
easttexasmatters.com,,KETK,nexstar.tv,,TV station,easttexasmatters.com,,
eastvalleytribune.com,https://www.facebook.com/EVTNow,East Valley Tribune,usnpl.com;AWIS,EVTNow,Newspapers,http://www.eastvalleytribune.com/local/mesa,,http://www.youtube.com/user/evtrib
eastvalleytribune.com,https://www.facebook.com/EVTNow,East Valley Tribune,usnpl.com;AWIS,EVTNow,Newspapers,http://www.eastvalleytribune.com,,http://www.youtube.com/user/evtrib
eastvalleytribune.com,https://www.facebook.com/EVTNow,East Valley Tribune,usnpl.com;AWIS,EVTNow,Newspapers,http://www.eastvalleytribune.com/local,,http://www.youtube.com/user/evtrib
easyreadernews.com,https://www.facebook.com/EasyReaderNews,Easy Reader,usnpl.com;AWIS,EasyReaderNews,Newspapers,http://www.easyreadernews.com,,http://www.youtube.com/user/EasyReaderVideo
ebar.com,https://www.facebook.com/LGBTSF,Bay Area Reporter,usnpl.com,ebarnews,Newspapers,http://ebar.com,,
eccalifornian.com,https://www.facebook.com/pages/East-County-Californian/114012382016521,East County Californian,usnpl.com,publisherjohn,Newspapers,http://www.eccalifornian.com,,
echo-pilot.com,https://www.facebook.com/pages/Echo-Pilot-Greencastle-Antrims-Hometown-Newspaper/126802110667335,Echo Pilot,usnpl.com,,Newspapers,http://www.echo-pilot.com,,
echopress.com,https://www.facebook.com/echopress,Echo Press,usnpl.com,echopress,Newspapers,http://www.echopress.com,,
ecmpostreview.com,https://www.facebook.com/postreview,ECM Post Review,usnpl.com,postreview,Newspapers,http://ecmpostreview.com,,
ecmpublishers.com,https://www.facebook.com/SunCurrentCentral,Minnesota Sun Publications,usnpl.com,SunCurrent,Newspapers,http://ecmpublishers.com/publications,,
ecollegetimes.com,https://www.facebook.com/pages/College-Times/104015558168,ecollegetimes.com,usnpl.com,collegetimes,College Newspapers,http://www.ecollegetimes.com,,http://www.youtube.com/user/eCollegeTimes/videos
ecprogress.com,https://www.facebook.com/EmeryCountyProgress,Emery County Progress,usnpl.com,ecprogress,Newspapers,http://www.ecprogress.com,,
edgefieldadvertiser.com,,Edgefield Advertiser,usnpl.com,,Newspapers,http://www.edgefieldadvertiser.com,,
edgertonenterprise.com,https://www.facebook.com/The-Edgerton-Enterprise-91933653921,Edgerton Enterprise,usnpl.com,,Newspapers,http://edgertonenterprise.com,,
edmondsun.com,https://www.facebook.com/edmondoksun,Edmond Evening Sun,usnpl.com,edmondsun,Newspapers,http://www.edmondsun.com,,
effinghamdailynews.com,https://www.facebook.com/effinghamdailynews,Effingham Daily News,usnpl.com;AWIS,EDNSports,Newspapers,http://www.effinghamdailynews.com,,https://www.youtube.com/channel/UCErrilNU6KkL6DA-jILvcEA
effinghamherald.net,https://www.facebook.com/pages/Effingham-Herald/73347227299,Effingham Herald,usnpl.com,EffinghamHerald,Newspapers,http://www.effinghamherald.net,,
efortsmith.com,https://www.facebook.com/pages/Entertainment-Fort-Smith-Magazine/94516349670,eFortsmith.com,usnpl.com,,Magazines,http://www.efortsmith.com,,
egcitizen.com,https://www.facebook.com/elkgrovecitizen,Elk Grove Citizen,usnpl.com,ElkGroveCitizen,Newspapers,http://www.egcitizen.com,,https://www.youtube.com/channel/UCXBuWm9Zm4owU9zFG6nlLgw
egpnews.com,https://www.facebook.com/pages/Eastern-Group-Publications/146212265407642,Eastside Sun,usnpl.com,egpnews,Newspapers,http://egpnews.com/category/editions/eastside-sun,,
ehextra.com,https://www.facebook.com/EagleHerald,Eagle Herald,usnpl.com,EagleHerald,Newspapers,http://ehextra.com,,https://www.youtube.com/user/EagleHerald/videos
ehgazette.com,,Gazette,usnpl.com,,Newspapers,http://ehgazette.com,,
el.com,,Welcome to Oregon,usnpl.com,,Magazines,http://www.el.com/to/oregon,,
elba-clipper.com,,Elba Clipper,usnpl.com,,Newspapers,http://www.elba-clipper.com,,
elbertcountynews.net,https://www.facebook.com/pages/Elbert-County-News/131138280367610,Elbert County News,usnpl.com,,Newspapers,http://www.elbertcountynews.net,,
elberton.com,,Elberton Star,usnpl.com,,Newspapers,http://www.elberton.com,,
elcolombiano.net,https://www.facebook.com/elcolombianonewspaper,El Colombiano Newspaper,usnpl.com,,Newspapers,http://elcolombiano.net,,
elcruceronews.com,,El Crucero Newspaper,usnpl.com,,Newspapers,http://www.elcruceronews.com,,
eldianewschicago.com,https://www.facebook.com/eldianews,El Dia Chicago,usnpl.com,,Newspapers,http://www.eldianewschicago.com,,
eldoradonews.com,https://www.facebook.com/ElDoradoNewsTimes,El Dorado News-Times,usnpl.com,el_newstimes,Newspapers,http://www.eldoradonews.com,,https://www.youtube.com/channel/UCBQ6ycNYdtsb-f3PbETNcBQ
eldoradospringsmo.com,https://www.facebook.com/pages/El-Dorado-Springs-Sun-Newspaper/1492894124258006,El Dorado Springs Sun,usnpl.com,ElDoradoSun,Newspapers,http://eldoradospringsmo.com,,
elgincourier.com,https://www.facebook.com/pages/Elgin-Courier/182665988417547,Elgin Courier,usnpl.com,ElginCourier,Newspapers,http://www.elgincourier.com,,
elginreview.com,https://www.facebook.com/pages/The-Elgin-Review/204886616238441,Elgin Review,usnpl.com,,Newspapers,http://www.elginreview.com,,
elheraldonews.com,https://www.facebook.com/ElHeraldoNews,El Heraldo News,usnpl.com,,Newspapers,http://elheraldonews.com,,https://www.youtube.com/channel/UCvEYcVt_KqgDlGVAPyzSWDQ/videos
elhispanonews.com,https://www.facebook.com/ehndallastx,El Hispano News,usnpl.com,,Newspapers,http://elhispanonews.com,,https://www.youtube.com/channel/UC8FxY9BFQjrHcpq4N7pZiJQ
elhispanonewspaper.com,,El Hispano de Denver,usnpl.com,,Newspapers,http://www.elhispanonewspaper.com,,
elizabethton.com,https://www.facebook.com/ElizabethtonStar,Elizabethton Star,usnpl.com,ElizStarNews,Newspapers,http://www.elizabethton.com,,https://www.youtube.com/user/ElizabethtonStar/videos
elkharttruth.com,https://www.facebook.com/TheElkhartTruth,Elkhart Truth,usnpl.com;AWIS,elkharttruth,Newspapers,http://www.elkharttruth.com,,http://www.youtube.com/user/etruthvideo
elkintribune.com,https://www.facebook.com/pages/The-Elkin-Tribune/121619696858,Tribune,usnpl.com,ElkinTribune,Newspapers,http://elkintribune.com,,
elkodaily.com,https://www.facebook.com/elkodaily,Elko Daily Free Press,usnpl.com;AWIS,ElkoDaily,Newspapers,http://elkodaily.com,,http://www.youtube.com/user/ElkoDaily
elkvalleytimes.com,https://www.facebook.com/pages/Elk-Valley-Times/124652977631043,Elk Valley Times,usnpl.com,elkvalleytimes,Newspapers,http://www.elkvalleytimes.com,,https://www.youtube.com/channel/UCjgUGvdeDNV1RZuQ1HA8FLw/videos
ellatinoarkansas.com,https://www.facebook.com/ellatinoarkansas,El Latino Arkansas,usnpl.com,,Newspapers,http://www.ellatinoarkansas.com,,
ellatinoonline.com,https://www.facebook.com/pages/Peri%C3%B3dico-El-Latino-Largest-Hispanic-Newspaper-in-San-Diego/200407143308803,El Latino San Diego,usnpl.com,,Newspapers,http://ellatinoonline.com,,https://www.youtube.com/channel/UCcAEC9coM_6RmX0NHOfAbyQ
ellenvillejournal.com,https://www.facebook.com/pages/Shawangunk-Journal/273413939185,Shawangunk Journal,usnpl.com,,Newspapers,http://ellenvillejournal.com,,
ellicottvilletimes.com,https://www.facebook.com/TheEllicottvilleTimes,Times,usnpl.com,evilletimes,Newspapers,http://www.ellicottvilletimes.com,,
elliscountypress.com,https://www.facebook.com/elliscountypress,Ellis County Press,usnpl.com,,Newspapers,http://www.elliscountypress.com,,
ellsworthamerican.com,https://www.facebook.com/ellsam,Ellsworth American,usnpl.com,EllsAmerican,Newspapers,http://www.ellsworthamerican.com,,https://www.youtube.com/channel/UCENVVQPJYDMP_ejzZ4eoRLA
ellwoodcityledger.com,https://www.facebook.com/pages/Ellwood-City-Ledger/197533958694,Ellwood City Ledger,usnpl.com;AWIS,ECLedger,Newspapers,https://www.ellwoodcityledger.com,,
elmundo.net,https://www.facebook.com/ElMundoNewspaperLasVegas,El Mundo Las Vegas,usnpl.com,,Newspapers,http://www.elmundo.net,,
elmundoboston.com,https://www.facebook.com/elmundoboston,El Mundo Boston,usnpl.com,ELMUNDOBoston,Newspapers,http://elmundoboston.com,,https://www.youtube.com/user/ElMundoBostonTV
elnuevogeorgia.com,https://www.facebook.com/elnuevogeorgia,El Nuevo Georgia,usnpl.com,ELNUEVOGEORGIA,Newspapers,http://www.elnuevogeorgia.com,,http://www.youtube.com/channel/UCA5XlHqBtKD7gkeEa_MLklQ
elnuevoherald.com,https://www.facebook.com/pages/El-Nuevo-Herald/126339201288,El Nuevo Herald,usnpl.com,elnuevoherald,Newspapers,http://www.elnuevoherald.com,,http://www.youtube.com/user/NuevoHerald
el-observador.com,https://www.facebook.com/pages/El-Observador/566074270082802,El Observador,usnpl.com,,Newspapers,http://www.el-observador.com,,
elonpendulum.com,http://www.facebook.com/thependulum,The Pendulum,usnpl.com,elonpendulum,College Newspapers,http://www.elonpendulum.com,,http://www.youtube.com/thependulumonline
elpasoproud.com,,KTSM,stationindex,,TV station,http://www.elpasoproud.com/,,
elpasotimes.com,https://www.facebook.com/eptimes,El Paso Times,usnpl.com;AWIS,elpasotimes,Newspapers,http://www.elpasotimes.com,,https://www.youtube.com/user/elpasotimesonline/videos
elplaneta.com,https://www.facebook.com/ElPlaneta,El Planeta Boston,usnpl.com,ElPlanetaBoston,Newspapers,http://elplaneta.com,,
elpopularnews.com,https://www.facebook.com/pages/El-Popular/391447826112,El Popular Bakersfield,usnpl.com,,Newspapers,http://elpopularnews.com,,
elrenotribune.com,https://www.facebook.com/el.tribune,El Reno Tribune,usnpl.com,ERTribune,Newspapers,http://www.elrenotribune.com,,http://www.youtube.com/channel/UCQNpJNBuV9TA-0ZDW0sphjA
elreporterosf.com,https://www.facebook.com/elreporteroSF,El Reportero,usnpl.com,,Newspapers,http://elreporterosf.com,,
elsberrydemocrat.com,https://www.facebook.com/pages/The-Elsberry-Democrat/124798390949951,Elsberry Democrat,usnpl.com,ElsberryDem,Newspapers,http://www.elsberrydemocrat.com,,https://www.youtube.com/channel/UCWU-Xtcs-yngK1WnLF-CNsA
elsoldesalinas.com,https://www.facebook.com/pages/El-Sol-de-Salinas/173748399338546,El Sol de Salinas,usnpl.com,,Newspapers,http://www.elsoldesalinas.com,,
elsolnews.com,https://www.facebook.com/news.elsol,El Sol News,usnpl.com,elsolnews,Newspapers,http://www.elsolnews.com,,
eltecolote.org,https://www.facebook.com/pages/El-Tecolote/121716588392,El Tecolote,usnpl.com,elteco,Newspapers,http://eltecolote.org,,http://www.youtube.com/user/elteco1970
eltiempohispano.com,https://www.facebook.com/tiempohispano,El Tiempo Hispano,usnpl.com,,Newspapers,http://www.eltiempohispano.com,,
elvaq.com,https://www.facebook.com/pages/El-Vaquero-Newspaper/202904059725292,El Vaquero,usnpl.com,gccelvaquero,College Newspapers,http://www.elvaq.com,,http://www.youtube.com/user/elvaqnews
elwoodpublishing.com,https://www.facebook.com/AlexandriaTimesTribune,Alexandria Times-Tribune,usnpl.com,,Newspapers,http://www.elwoodpublishing.com,,
elyecho.com,https://www.facebook.com/pages/The-Ely-Echo/150897598260854,Ely Echo,usnpl.com,TomCoombe8,Newspapers,http://www.elyecho.com,,
elynews.com,https://www.facebook.com/ElyTimes,Ely Daily Times,usnpl.com,ElyTimes,Newspapers,http://www.elynews.com,,
emanuelcountylive.com,https://www.facebook.com/emanuelcountylive,Emanuel County Live,usnpl.com,emanuelcolive,Newspapers,http://emanuelcountylive.com,,
emissourian.com,https://www.facebook.com/emissourian,Washington Missourian,usnpl.com,Emissourian,Newspapers,http://www.emissourian.com,,http://www.youtube.com/user/emissourian
emmetsburgnews.com,https://www.facebook.com/ReporterDemocrat,Emmetsburg Democrat,usnpl.com,,Newspapers,http://emmetsburgnews.com,,
emmitsburg.com,,News-Journal,usnpl.com,,Newspapers,http://www.emmitsburg.com,,
emorywheel.com,https://www.facebook.com/emorywheel,Wheel,usnpl.com,emorywheel,College Newspapers,http://www.emorywheel.com,,
emporiagazette.com,https://www.facebook.com/theemporiagazette,Emporia Gazette,usnpl.com;AWIS,emporiagazette,Newspapers,http://www.emporiagazette.com,,https://www.youtube.com/user/emporiagazette
endeavornews.com,https://www.facebook.com/pages/Endeavor-Media/101971879891091,Cameron County Endeavor News,usnpl.com,,Newspapers,http://www.endeavornews.com,,
