domain,fb,name,sources,tw,usnpl_tag,website,wp_tags,yt
mcdonoughvoice.com,https://www.facebook.com/McDonoughVoice,McDonough Voice,usnpl.com,McDonoughVoice,Newspapers,http://www.mcdonoughvoice.com,,http://www.youtube.com/user/mcdonoughvoice
mcdowellnews.com,https://www.facebook.com/McDowell.News,McDowell News,usnpl.com,mcdowellnews,Newspapers,http://www.mcdowellnews.com,,
mcduffieprogress.com,https://www.facebook.com/pages/The-McDuffie-Progress/159820630737761,McDuffie Progress,usnpl.com,,Newspapers,http://www.mcduffieprogress.com,,
mcgregormirror.com,,McGregor Mirror,usnpl.com,,Newspapers,https://www.mcgregormirror.com,,
mchnews.com,https://www.facebook.com/MorganCountyHerald,Morgan County Herald,usnpl.com,mchnews,Newspapers,http://www.mchnews.com,,
mcindependentnews.com,https://www.facebook.com/MCIndependentNews,Mineral County Independent-News,usnpl.com,,Newspapers,http://mcindependentnews.com,,
mcitizen.com,https://www.facebook.com/MahometCitizen,Mahomet Citizen,usnpl.com,,Newspapers,http://www.mcitizen.com,,
mckenzieriverreflectionsnewspaper.com,https://www.facebook.com/McKenzieRiverReflections,River Reflections,usnpl.com,McKReflections,Newspapers,http://mckenzieriverreflectionsnewspaper.com,,https://www.youtube.com/channel/UCvhHSpm4VMSQYrwNIPbIcWA
mckinleyvillepress.com,,McKinleyville Press,usnpl.com,,Newspapers,http://mckinleyvillepress.com,,
mcleanconnection.com,https://www.facebook.com/ConnectionNewspapers,McLean Connection,usnpl.com,McLeanConnect,Newspapers,http://www.mcleanconnection.com,,
mcleansborotimesleader.com,,Times-Leader,usnpl.com,,Newspapers,http://www.mcleansborotimesleader.com,,
mcnairycountynews.com,https://www.facebook.com/mcnairycountynews/,McNairy County News,usnpl.com,,Newspapers,http://mcnairycountynews.com,,
mcnewsonline.com,https://www.facebook.com/meade.countynews.1,Meade County News,usnpl.com,,Newspapers,https://mcnewsonline.com,,
mcphersonsentinel.com,https://www.facebook.com/pages/The-McPherson-Sentinel/121845353350,McPherson Sentinel,usnpl.com,macsentinel,Newspapers,http://www.mcphersonsentinel.com,,http://www.youtube.com/user/McPhersonSentinel
mcrecord.com,https://www.facebook.com/morrisoncountyrecord,Morrison County Record,usnpl.com,recordreport,Newspapers,http://mcrecord.com,,
mcrecordonline.com,https://www.facebook.com/pages/The-Madison-County-Record/63238030708,Madison County Record,usnpl.com,MadCoRecord,Newspapers,http://www.mcrecordonline.com,,http://www.youtube.com/user/MadisonCountyRecord
mdcoastdispatch.com,https://www.facebook.com/thedispatchoc,Maryland Coast Dispatch,usnpl.com,,Newspapers,http://mdcoastdispatch.com,,
mdislander.com,https://www.facebook.com/mdislander,Mount Desert Islander,usnpl.com,TheMDIslander,Newspapers,http://www.mdislander.com,,
mdjonline.com,https://www.facebook.com/NeighborNewspapers,Alpharetta Neighbor,usnpl.com,NeighborNews,Newspapers,http://www.mdjonline.com/neighbor_newspapers/north_fulton,,
mdjonline.com,https://www.facebook.com/NeighborNewspapers,DeKalb Neighbor,usnpl.com,DeKalbNeighbor,Newspapers,http://www.mdjonline.com/neighbor_newspapers/dekalb,,
mdjonline.com,https://www.facebook.com/NeighborNewspapers,Bartow Neighbor,usnpl.com,neighbornews,Newspapers,http://www.mdjonline.com/neighbor_newspapers/west_georgia,,
mdjonline.com,https://www.facebook.com/NeighborNewspapers,South Fulton Neighbor,usnpl.com,neighbornews,Newspapers,http://www.mdjonline.com/neighbor_newspapers/south_metro,,
mdjonline.com,https://www.facebook.com/mdjonline,Marietta Daily Journal,usnpl.com,mdjonline,Newspapers,http://www.mdjonline.com,,http://www.youtube.com/user/mariettadailyjournal
mdjonline.com,https://www.facebook.com/NeighborNewspapers,Sandy Springs Neighbor,usnpl.com,neighbornews,Newspapers,http://www.mdjonline.com/neighbor_newspapers/northside_sandy_springs,,
md-update.com,https://www.facebook.com/MDUpdateKY,M.D. Update,usnpl.com,,Magazines,http://www.md-update.com,,
mdwfp.com,https://www.facebook.com/mdwfp,Mississippi Outdoors,usnpl.com,MDWFPonline,Magazines,http://www.mdwfp.com,,
meadecountymessenger.com,https://www.facebook.com/meadecountymessenger,Meade County Messenger,usnpl.com,,Newspapers,http://www.meadecountymessenger.com,,http://www.youtube.com/user/meadecountymessenger
meadvilletribune.com,https://www.facebook.com/meadvilletribune,Meadville Tribune,usnpl.com,Meadville_Trib,Newspapers,http://www.meadvilletribune.com,,
mebaneenterprise.com,https://www.facebook.com/themebaneenterprise,Mebane Enterprise,usnpl.com,,Newspapers,http://www.mebaneenterprise.com,,
mecktimes.com,https://www.facebook.com/MeckTimes,Mecklenburg Times,usnpl.com,themecktimes,Newspapers,http://mecktimes.com,,
medina-gazette.com,https://www.facebook.com/medinagazette,Medina Gazette,usnpl.com,medinagazette,Newspapers,http://www.medina-gazette.com,,http://www.youtube.com/user/MedinaGazette
mega.tv,,WSBS,stationindex,,TV station,http://www.mega.tv/,,
melrosebeacon.com,https://www.facebook.com/melrosebeacon,Melrose Beacon,usnpl.com,,Newspapers,http://www.melrosebeacon.com,,
memphisdailynews.com,https://www.facebook.com/MemphisDailyNews,Memphis Daily News,usnpl.com,memphisdaily,Newspapers,https://www.memphisdailynews.com,,https://www.youtube.com/user/news1886/videos
memphisdemocrat.com,https://www.facebook.com/pages/Memphis-Democrat/183796274995044,Memphis Democrat,usnpl.com,memdemnewspaper,Newspapers,http://www.memphisdemocrat.com,,
memphisflyer.com,https://www.facebook.com/memphisflyer,Memphis Flyer,usnpl.com,memphisflyer,Newspapers,http://www.memphisflyer.com,,https://www.youtube.com/user/TheMemphisFlyer/videos
menastar.com,,Mena Star,usnpl.com,,Newspapers,http://www.menastar.com,,
mendocinobeacon.com,https://www.facebook.com/MendocinoBeacon,Mendocino Beacon,usnpl.com,mendocinobeacon,Newspapers,http://www.mendocinobeacon.com,,http://www.youtube.com/user/MendocinoBeacon
mendonoma.com,https://www.facebook.com/IndependentCoastObserver,Independent Coast Observer,usnpl.com,,Newspapers,http://www.mendonoma.com,,
mendotareporter.com,https://www.facebook.com/TheMendotaReporter,Mendota Reporter,usnpl.com,,Newspapers,http://www.mendotareporter.com,,
mercedcountytimes.net,https://www.facebook.com/merced.county.times,Merced County Times,usnpl.com,,Newspapers,http://mercedcountytimes.net,,https://www.youtube.com/user/MercedCountyTimes
mercedsunstar.com,https://www.facebook.com/mercedsunstar,Merced Sun-Star,usnpl.com;AWIS,mercedsunstar,Newspapers,http://www.mercedsunstar.com,,http://www.youtube.com/user/mercedsunstar
mercurynews.com,https://www.facebook.com/campbellreporter,Campbell Reporter,usnpl.com,mercnews,Newspapers,http://www.mercurynews.com/campbell,,http://www.youtube.com/user/bayareanewsgroup
mercurynews.com,https://www.facebook.com/cupertinocourier,Cupertino Courier,usnpl.com,mercnews,Newspapers,http://www.mercurynews.com/cupertino,,http://www.youtube.com/user/bayareanewsgroup
mercurynews.com,https://www.facebook.com/FremontBulletin,Fremont Bulletin,usnpl.com,fremontbulletin,Newspapers,http://www.mercurynews.com/fremont,,
mercurynews.com,https://www.facebook.com/lgweeklytimes,Los Gatos Weekly-Times,usnpl.com,,Newspapers,http://www.mercurynews.com/los-gatos,,https://www.youtube.com/user/Mercurynews/videos
mercurynews.com,https://www.facebook.com/MilpitasPost,Milpitas Post,usnpl.com,milpitaspost,Newspapers,http://www.mercurynews.com/milpitas,,https://www.youtube.com/channel/UCol-2SVcy88WW5pAAGJ_O4Q
mercurynews.com,https://www.facebook.com/PaloAlto.DailyNews,Daily News,usnpl.com,baydailynews,Newspapers,http://www.mercurynews.com/peninsula,,https://www.youtube.com/user/Mercurynews/videos
mercurynews.com,https://www.facebook.com/almadenresident,Almaden Resident,usnpl.com,mercnews,Newspapers,http://www.mercurynews.com/alameda-county,,http://www.youtube.com/user/bayareanewsgroup
mercurynews.com,https://www.facebook.com/rosegardenresident,Rose Garden Resident,usnpl.com,RGResident,Newspapers,http://www.mercurynews.com/rose-garden,,http://www.youtube.com/user/bayareanewsgroup
mercurynews.com,https://www.facebook.com/mercurynews,San Jose Mercury News,usnpl.com,mercnews,Newspapers,http://www.mercurynews.com,,https://www.youtube.com/user/Mercurynews/videos
mercurynews.com,https://www.facebook.com/willowglenresident,Willow Glen Resident,usnpl.com,WGResident,Newspapers,http://www.mercurynews.com/willow-glen,,http://www.youtube.com/user/bayareanewsgroup
mercurynews.com,https://www.facebook.com/San.Mateo.County.Times,San Mateo County Times,usnpl.com,sanmateotimes,Newspapers,http://www.mercurynews.com/san-mateo-county-times,,
mercurynews.com,https://www.facebook.com/saratoganews,Saratoga News,usnpl.com,mercnews,Newspapers,http://www.mercurynews.com/saratoga,,http://www.youtube.com/user/bayareanewsgroup
mercurynews.com,https://www.facebook.com/mercurynews,Sunnyvale Sun,usnpl.com,mercnews,Newspapers,http://www.mercurynews.com/sunnyvale,,http://www.youtube.com/user/bayareanewsgroup
mercyhurst.edu,https://www.facebook.com/pages/The-Merciad/124758381140,The Merciad,usnpl.com,,College Newspapers,http://merciad.mercyhurst.edu,,http://www.youtube.com/user/TheMerciad
meridianstar.com,https://www.facebook.com/meridianstar,Meridian Star,usnpl.com,meridianstar,Newspapers,http://www.meridianstar.com,,http://www.youtube.com/user/meridianstar1
merrillfotonews.com,https://www.facebook.com/merrill.fotonews,Merrill Foto News,usnpl.com,,Newspapers,http://www.merrillfotonews.com,,https://www.youtube.com/channel/UCAFuhBOu-oiMc5AgJjF-5-Q
mesalegend.com,https://www.facebook.com/pages/The-Mesa-Legend/175963959115351,Mesa Legend,usnpl.com,,College Newspapers,http://www.mesalegend.com,,
mesquitelocalnews.com,https://www.facebook.com/pages/Mesquite-Local-News/152547778130177,Mesquite Local News,usnpl.com,MesquiteLocal,Newspapers,http://mesquitelocalnews.com,,
messagemedia.co,https://www.facebook.com/aitkinage,Aitkin Independent Age,usnpl.com,aitkinage,Newspapers,http://www.messagemedia.co/aitkin,,
messagemedia.co,https://www.facebook.com/millelacs,Mille Lacs Messenger,usnpl.com,mlacsmessenger,Newspapers,http://www.messagemedia.co/millelacs,,https://www.youtube.com/user/mlmess
messenger-index.com,https://www.facebook.com/messenger.index,Messenger Index,usnpl.com,,Newspapers,http://www.messenger-index.com,,
messenger-inquirer.com,,McLean County News,usnpl.com;AWIS,,Newspapers,http://www.messenger-inquirer.com/mclean_county,,
messenger-inquirer.com,https://www.facebook.com/MessengerInquirer,Messenger-Inquirer,usnpl.com;AWIS,owensboromi,Newspapers,http://www.messenger-inquirer.com,,http://www.youtube.com/user/MessengerInquirer
messengernews.net,https://www.facebook.com/FDmessenger,Messenger,usnpl.com;AWIS,Messenger_News,Newspapers,http://www.messengernews.net,,http://www.youtube.com/user/messengernewsdotnet
messengerpaper.com,https://www.facebook.com/MessengerPaper/,Mon Valley Messenger,usnpl.com,messengerpaper,Newspapers,http://messengerpaper.com,,
messengerweekly.net,,Bates County Messenger,usnpl.com,,Newspapers,http://www.messengerweekly.net,,
methowvalleynews.com,https://www.facebook.com/pages/Methow-Valley-News/128607483863863,Methow Valley News,usnpl.com,MethowNews ,Newspapers,http://www.methowvalleynews.com,,https://www.youtube.com/channel/UCF67Mszh3kvMaji4FVtBYxQ/videos
metnews.com,,Metropolitan News Enterprise,usnpl.com,,Newspapers,http://metnews.com,,
metro.us,https://www.facebook.com/MetroNewYork,Metro New York,usnpl.com,metronewyork,Newspapers,http://www.metro.us/new-york,,
metroactive.com,https://www.facebook.com/metronews,Metro,usnpl.com,metronewspaper,Newspapers,http://www.metroactive.com,,
metromonthly.net,https://www.facebook.com/metromonthly/,Metro Monthly,usnpl.com,metromonthly,Newspapers,http://www.metromonthly.net,,https://www.youtube.com/channel/UCqE44hV8xGLcx0iSL7KfSkQ
metropolisplanet.com,https://www.facebook.com/MetropolisPlanet,Metropolis Planet,usnpl.com,MetroplisPlanet,Newspapers,http://www.metropolisplanet.com,,https://www.youtube.com/channel/UC9EmKPhaMDN3fJnB-JeYM4w
metrospirit.com,https://www.facebook.com/pages/Metro-Spirit/193476874019917,Metro Spirit,usnpl.com,TheMetroSpirit,Newspapers,http://www.metrospirit.com,,
metrotimes.com,https://www.facebook.com/metrotimes,Metro Times,usnpl.com;AWIS,metrotimes,Newspapers,http://www.metrotimes.com,,https://www.youtube.com/channel/UCkhDT0wgMF0Z3g4VaHeGr8w
metroweekly.com,https://www.facebook.com/MetroWeekly,Metro Weekly,usnpl.com;AWIS,metroweekly,Magazines,http://www.metroweekly.com,,http://www.youtube.com/metroweekly
metrowestdailynews.com,,MetroWest Daily News,usnpl.com;AWIS,,Newspapers,http://www.metrowestdailynews.com,,
metteradvertiser.com,https://www.facebook.com/MetterAdvertiser,Metter Advertiser,usnpl.com,,Newspapers,http://www.metteradvertiser.com,,http://www.youtube.com/user/MetAdv1977
metvmilwaukee.com,,WBME-CD,stationindex,,TV station,http://www.metvmilwaukee.com/,,
metvnetwork.com,,WWME-CD,stationindex,,TV station,http://metvnetwork.com/,,
mexicoledger.com,https://www.facebook.com/mexicoledger,Mexico Ledger,usnpl.com,,Newspapers,http://www.mexicoledger.com,,
mhznetworks.org,,WNVT,stationindex,,TV station,http://www.mhznetworks.org/,,
miami.com,https://www.facebook.com/Miamicom,Miami.com,usnpl.com,Miamicom,Newspapers,http://www.miami.com,,
miamiherald.com,https://www.facebook.com/miamiherald,Miami Herald,usnpl.com;AWIS,miamiherald,Newspapers,http://www.miamiherald.com,,http://www.youtube.com/user/MiamiHerald
miaminewtimes.com,https://www.facebook.com/miaminewtimes,Miami New Times,usnpl.com,MiamiNewTimes,Newspapers,http://www.miaminewtimes.com,,http://www.youtube.com/user/MiamiNewTimesLLC
miamiok.com,https://www.facebook.com/miamioknews,Miami News-Record,usnpl.com,miaminewsrecord,Newspapers,http://www.miamiok.com,,http://www.youtube.com/user/MiamiOKNewsRecord
miamistudent.net,http://www.facebook.com/pages/The-Miami-Student/192066689809,The Miami Student,usnpl.com,miamistudent,College Newspapers,http://www.miamistudent.net,,http://www.youtube.com/user/themiamistudent
miamitimesonline.com,https://www.facebook.com/themiamitimes,Miami Times,usnpl.com,TheMiamiTimes,Newspapers,http://miamitimesonline.com,,
miamitodaynews.com,https://www.facebook.com/MiamiTodayNews,Miami Today,usnpl.com,MiamiTodayNews,Newspapers,http://www.miamitodaynews.com,,
mibiz.com,https://www.facebook.com/pages/MiBiz/32340683364,MiBizWest,usnpl.com,MiBiz,Magazines,http://mibiz.com,,
mibiz.com,https://www.facebook.com/pages/MiBiz/32340683364,MiBiz,usnpl.com,MiBiz,Newspapers,https://mibiz.com,,https://www.youtube.com/channel/UCn0gJLjtUsyNV97DTDvL9Tw
michigandaily.com,http://www.facebook.com/michigandaily,Daily Online,usnpl.com;AWIS,michigandaily,College Newspapers,http://www.michigandaily.com,,
michigangolfer.com,,Michigan Golfer,usnpl.com,,Magazines,http://www.michigangolfer.com,,
michiganjournal.org,https://www.facebook.com/themichiganjournal,Michigan Journal,usnpl.com,michiganjournal,College Newspapers,http://michiganjournal.org,,http://www.youtube.com/user/MichiganJournal
michiganmagazine.com,https://www.facebook.com/groups/74894385419/,Michigan Magazine,usnpl.com,michiganmagazin,Magazines,http://www.michiganmagazine.com,,
michigansthumb.com,https://www.facebook.com/Huron-Daily-Tribune-SportsNews-146725758694091/timeline/,Huron Daily Tribune,usnpl.com,,Newspapers,http://www.michigansthumb.com,,
michronicleonline.com,https://www.facebook.com/michigan.chronicle,Michigan Chronicle,usnpl.com,,Newspapers,http://michronicleonline.com,,http://www.youtube.com/user/MichiganChronicle
micromediapubs.com,http://www.facebook.com/theberkeleytimes/,Berkeley Times,usnpl.com,micromediapubs,Newspapers,http://micromediapubs.com/category/berkeley,,
micromediapubs.com,https://www.facebook.com/thebricktimes,Brick Times,usnpl.com,micromediapubs,Newspapers,http://micromediapubs.com/category/brick,,
micromediapubs.com,https://www.facebook.com/thehowelltimes,Howell Times,usnpl.com,micromediapubs,Newspapers,http://micromediapubs.com/category/howell,,
micromediapubs.com,http://www.facebook.com/thejacksontimes,Jackson Times,usnpl.com,micromediapubs,Newspapers,http://micromediapubs.com/category/jackson,,
micromediapubs.com,http://www.facebook.com/thesouthernoceantimes,Southern Ocean Times,usnpl.com,micromediapubs,Newspapers,http://micromediapubs.com/category/southern-ocean,,
micromediapubs.com,https://www.facebook.com/pages/Manchester-Times/207465582644398,Manchester Times,usnpl.com,micromediapubs,Newspapers,http://micromediapubs.com/category/manchester,,
micromediapubs.com,https://www.facebook.com/thetomsrivertimes,Toms River Times,usnpl.com,micromediapubs,Newspapers,http://micromediapubs.com/toms-river,,
midcountymemo.com,https://www.facebook.com/midcountymemo,Mid-County Memo,usnpl.com,MidcountyMemo,Newspapers,http://midcountymemo.com,,https://www.youtube.com/user/midcountymemopdx/videos
middleburycampus.com,https://www.facebook.com/middleburycampus,The Middlebury Campus,usnpl.com,middcampus,College Newspapers,http://www.middleburycampus.com,,
middlesborodailynews.com,https://www.facebook.com/pages/Middlesboro-Daily-News/111496778891252,Daily News,usnpl.com,DailyNewsSEKY,Newspapers,http://middlesborodailynews.com,,
middletownpress.com,https://www.facebook.com/middletownpress,Middletown Press,usnpl.com;AWIS,middletownpress,Newspapers,http://www.middletownpress.com,,https://www.youtube.com/channel/UCtEcnC19iHrEUPZbKHnOXwg
middletowntranscript.com,https://www.facebook.com/pages/The-Middletown-Transcript/114801044121,Middletown Transcript,usnpl.com,TranscriptMOT,Newspapers,http://www.middletowntranscript.com,,
midhudsonnews.com,https://www.facebook.com/pages/MidHudsonNewscom/183591553022,MidHudsonNews.com,usnpl.com,MidHudsonNews,Newspapers,http://www.midhudsonnews.com,,http://www.youtube.com/user/midhudsonnews
midiaenterprise.com,https://www.facebook.com/MidIowaEnterprise,Mid-Iowa Enterprise,usnpl.com,MidIowaEnterpri,Newspapers,http://www.midiaenterprise.com,,
midksnews.com,https://www.facebook.com/TheLyonsNews,Mid-Kansas News,usnpl.com,,Newspapers,http://www.midksnews.com,,
midriversnewsmagazine.com,https://www.facebook.com/midriversnewsmagazine,Mid Rivers Newsmagazine,usnpl.com,midriversnews,Newspapers,http://midriversnewsmagazine.com,,
midtod.com,,Midwest Today,usnpl.com,,Magazines,http://www.midtod.com,,
midvalleynews.com,https://www.facebook.com/midvalleynews,Mid Valley News,usnpl.com,MidValley_News,Newspapers,http://www.midvalleynews.com,,https://www.youtube.com/user/midvalley4U
midweek.com,https://www.facebook.com/MidWeekHawaii,MidWeek,usnpl.com,midweekhawaii,Newspapers,http://www.midweek.com,,
midweeknews.com,https://www.facebook.com/pages/MidWeek-DeKalb/139478836115173,DeKalb MidWeek,usnpl.com,,Newspapers,http://www.midweeknews.com,,
midwestmessenger.com,https://www.facebook.com/plaindealer,Burt County Plaindealer,usnpl.com,bcplaindealer,Newspapers,http://www.midwestmessenger.com/burt_county,,https://www.youtube.com/channel/UCvpMYYliKzSwCtdpV_tZw-g
midwestmessenger.com,https://www.facebook.com/midwestmessenger,Midwest Messenger,usnpl.com,MWMessenger,Newspapers,http://www.midwestmessenger.com,,
mihomepaper.com,https://www.facebook.com/hcview,Huron County View,usnpl.com,,Newspapers,http://huroncountyview.mihomepaper.com,,
mihomepaper.com,,Brown City Banner,usnpl.com,,Newspapers,http://browncitybanner.mihomepaper.com,,
mihomepaper.com,https://www.facebook.com/ViewNewspaperGroup,Tri County Citizen,usnpl.com,mihomepaper,Newspapers,http://tricountycitizen.mihomepaper.com,,
mihomepaper.com,https://www.facebook.com/ViewNewspaperGroup,Burton View,usnpl.com,mihomepaper,Newspapers,http://burtonview.mihomepaper.com,,
mihomepaper.com,https://www.facebook.com/ViewNewspaperGroup,Davison Index,usnpl.com,mihomepaper,Newspapers,http://davisonindex.mihomepaper.com,,
mihomepaper.com,https://www.facebook.com/ViewNewspaperGroup,Grand Blanc View,usnpl.com,mihomepaper,Newspapers,http://grandblancview.mihomepaper.com,,
mihomepaper.com,https://www.facebook.com/ViewNewspaperGroup,County Press,usnpl.com,mihomepaper,Newspapers,http://thecountypress.mihomepaper.com,,
mihomepaper.com,https://www.facebook.com/ViewNewspaperGroup,Lapeer Area View,usnpl.com,mihomepaper,Newspapers,http://lapeerareaview.mihomepaper.com,,
mihomepaper.com,https://www.facebook.com/ViewNewspaperGroup,Sanilac County News,usnpl.com,mihomepaper,Newspapers,http://sanilaccountynews.mihomepaper.com,,
mihomepaper.com,https://www.facebook.com/ViewNewspaperGroup,Swartz Creek View,usnpl.com,mihomepaper,Newspapers,http://swartzcreekview.mihomepaper.com,,
milanmirrorexchange.com,,Chronicle,usnpl.com,,Newspapers,https://www.milanmirrorexchange.com,,
milescitystar.com,https://www.facebook.com/Miles-City-Star-1548566818768665/?rf=107039792685771,Miles City Star,usnpl.com,,Newspapers,http://www.milescitystar.com,,
milfordbeacon.com,https://www.facebook.com/MilfordBeacon,Milford Beacon,usnpl.com,MilfordBeaconDE,Newspapers,http://www.milfordbeacon.com,,
milfordchronicle.net,https://www.facebook.com/pages/Milford-Chronicle/145797875479193,Milford Chronicle,usnpl.com,,Newspapers,http://milfordchronicle.net,,https://www.youtube.com/user/MilfordChronicle
milforddailynews.com,https://www.facebook.com/MilfordDailyNews,Milford Daily News,usnpl.com;AWIS,milforddaily,Newspapers,http://www.milforddailynews.com,,
milfordliving.com,https://www.facebook.com/pages/Milford-Living/106909629376147,Milford Living,usnpl.com,milfordliving,Magazines,http://www.milfordliving.com,,
milfordmirror.com,https://www.facebook.com/MilfordMirror,Milford Mirror,usnpl.com,Milfordmirror ,Newspapers,http://www.milfordmirror.com,,
militarypress.com,https://www.facebook.com/mpnewspaper,Military Press Newspaper,usnpl.com,mpnewspaper,Newspapers,http://www.militarypress.com,,
millburysutton.com,https://www.facebook.com/millburysutton,Millbury-Sutton Chronicle,usnpl.com,millburysutton,Newspapers,http://www.millburysutton.com,,
millelacscountytimes.com,https://www.facebook.com/millelacscountytimes,Mille Lacs County Times,usnpl.com,millelacstimes,Newspapers,http://millelacscountytimes.com,,
millercountyliberal.com,,Miller County Liberal,usnpl.com,,Newspapers,http://www.millercountyliberal.com,,
miltontimes.com,https://www.facebook.com/MiltonTimes,Milton Times,usnpl.com,MiltonTimes,Newspapers,http://www.miltontimes.com,,https://www.youtube.com/channel/UCGf31G2OZV7_OOXOkBUKLEg
milwaukeemagazine.com,https://www.facebook.com/MilwaukeeMagazine,Milwaukee,usnpl.com,milwaukeemag,Magazines,http://www.milwaukeemagazine.com,,http://www.youtube.com/user/milwaukeemagazine/
mineolaamerican.com,https://www.facebook.com/MineolaAmerican,Mineola American,usnpl.com,MineolaAmerican,Newspapers,http://mineolaamerican.com,,
mineralcountyminer.com,,Mineral County Miner,usnpl.com,,Newspapers,http://www.mineralcountyminer.com,,
mineralwellsindex.com,https://www.facebook.com/mineralwellsindex,Index,usnpl.com,mwindex,Newspapers,http://www.mineralwellsindex.com,,https://www.youtube.com/user/MineralWellsIndex/videos
minicassia.com,https://www.facebook.com/Weekly-Mailer-827420304031596/,Weekly Mailer,usnpl.com,,Newspapers,http://www.minicassia.com,,
mininggazette.com,https://www.facebook.com/mininggazette,Daily Mining Gazette,usnpl.com;AWIS,TheDMG,Newspapers,http://www.mininggazette.com,,http://www.youtube.com/user/MiningGazette
miningjournal.net,https://www.facebook.com/pages/The-Mining-Journal/114414031927958,Mining Journal,usnpl.com,MiningJournal,Newspapers,http://www.miningjournal.net,,http://www.youtube.com/user/TheMiningJournal
miniondas.com,https://www.facebook.com/miniondas,Periodico Miniondas,usnpl.com,Miniondas,Newspapers,http://www.miniondas.com,,
minotdailynews.com,https://www.facebook.com/MinotDailyNews,Minot Daily News ,usnpl.com,,Newspapers,http://www.minotdailynews.com,,http://www.youtube.com/user/minotdailynews
minutemannewscenter.com,,Fairfield Minuteman,usnpl.com,Fairfieldminute,Newspapers,http://minutemannewscenter.com/fairfield,,
minutemannewscenter.com,,Westport Minuteman,usnpl.com,westportminute,Newspapers,http://minutemannewscenter.com/westport,,
miramesanews.com,https://www.facebook.com/MiraMesaNews/,Mira Mesa News,usnpl.com,MiraMesaNews,Newspapers,http://www.miramesanews.com,,
mi-reporter.com,https://www.facebook.com/MIReporter,Mercer Island Reporter,usnpl.com,mireporter,Newspapers,http://www.mi-reporter.com,,
misscotimes.com,,Mississippi County Times,usnpl.com,,Newspapers,http://www.misscotimes.com,,
missionhillgazette.com,,Mission Hill Gazette,usnpl.com,MHGazette,Newspapers,http://missionhillgazette.com,,
missiontimescourier.com,https://www.facebook.com/MissionTimesCourier,Mission Times Courier,usnpl.com,,Newspapers,http://www.missiontimescourier.com,,
missionvalleynews.com,https://www.facebook.com/MissionValleyNews,Mission Valley News,usnpl.com,MissionVllyNews,Newspapers,http://www.missionvalleynews.com,,
missloumagazine.com,https://www.facebook.com/pages/Miss-Lou-MagazineNatchez-SunXPress/165209656857933,Miss-Lou Magazine,usnpl.com,,Newspapers,http://www.missloumagazine.com,,
missoulian.com,https://www.facebook.com/MissoulianNewspaper,Missoulian,usnpl.com,missoulian,Newspapers,http://missoulian.com,,
missourifarmertoday.com,https://www.facebook.com/Missouri-Farmer-Today-131685756898746/,Missouri Farmer Today,usnpl.com,,Newspapers,http://www.missourifarmertoday.com,,
missourilife.com,https://www.facebook.com/pages/Missouri-Life-Magazine/58152796284,Missouri Life,usnpl.com,missourilife,Magazines,http://www.missourilife.com,,https://www.youtube.com/channel/UCCujSkt8vOoatLSaLwI0mBQ
mit.edu,https://www.facebook.com/themittech,The Tech,usnpl.com,thetech,College Newspapers,http://tech.mit.edu,,
mitchellnews.com,,News-Journal,usnpl.com,,Newspapers,http://www.mitchellnews.com,,
mitchellrepublic.com,https://www.facebook.com/pages/The-Daily-Republic/114638563842,Daily Republic,usnpl.com,dailyrepublic,Newspapers,http://www.mitchellrepublic.com,,
mlive.com,https://www.facebook.com/annarbornews,Ann Arbor News,usnpl.com,annarbornews,Newspapers,http://www.mlive.com/ann-arbor,,http://www.youtube.com/user/mlivevideo
mlive.com,https://www.facebook.com/baycitytimes,Bay City Times,usnpl.com,baycitytimes,Newspapers,http://www.mlive.com/bay-city,,http://www.youtube.com/user/mlivevideo
mlive.com,https://www.facebook.com/flintjournal,Flint Journal,usnpl.com,flintjournal,Newspapers,http://www.mlive.com/flint,,http://www.youtube.com/user/mlivevideo/videos
mlive.com,https://www.facebook.com/grpress,Grand Rapids Press,usnpl.com,grpress,Newspapers,http://www.mlive.com/grand-rapids,,http://www.youtube.com/user/mlivevideo/videos
mlive.com,,Grand Valley Advance,usnpl.com,,Newspapers,http://www.mlive.com/grandville,,
mlive.com,https://www.facebook.com/JacksonCitizenPatriot,Jackson Citizen Patriot,usnpl.com,jacksoncitpat ,Newspapers,http://www.mlive.com/jackson,,http://www.youtube.com/user/mlivevideo
mlive.com,https://www.facebook.com/KzooGazette,Kalamazoo Gazette,usnpl.com,kzoo_gazette,Newspapers,http://www.mlive.com/kalamazoo,,http://www.youtube.com/user/mlivevideo
mlive.com,https://www.facebook.com/muskegonnews,Muskegon Chronicle,usnpl.com,MuskegonChron,Newspapers,http://www.mlive.com/muskegon,,http://www.youtube.com/user/mlivevideo
mlive.com,https://www.facebook.com/saginawnews,Saginaw News,usnpl.com,saginawnews,Newspapers,http://www.mlive.com/saginaw,,http://www.youtube.com/user/mlivevideo
mlive.com,https://www.facebook.com/mlive,Wayland News,usnpl.com,mlive,Newspapers,http://www.mlive.com/wayland,,https://www.youtube.com/user/mlivevideo
mlive.com,,MLive,localnewsdataset,,Newspapers,https://www.mlive.com,,
mlstargazette.com,https://www.facebook.com/pages/Moose-Lake-Star-Gazette-and-Evergreen-Shopper/525001670883130,Star Gazette,usnpl.com,,Newspapers,http://www.mlstargazette.com,,
