domain,sources,date_snapshotted,available,mbfc_tags,ng_tags,os_tags,pf_tags
neverrepublican.com,MBFC,,TRUE,Extreme Left;Propaganda,,,
nevo.news,OpenSources;MBFC;Allcott18;Grinberg19,,FALSE,Extreme Right;Conspiracy;Propaganda,,unreliable;bias,
newcenturytimes.com,OpenSources;MBFC;Allcott18,,FALSE,Extreme Left;Propaganda;Some Fake News,,unreliable;bias,
newcoldwar.org,OpenSources,,TRUE,,,political,
newjournal.us,Buzzfeed17;Allcott18,,FALSE,,,,
newnation.org,MBFC,,TRUE,Extreme Right;Hate Group,,,
newobserveronline.com,MBFC,,FALSE,Extreme Right;Propaganda;Some Fake News,,,
newpoliticstoday.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Conspiracy;Some Fake News,,fake,
news-actual.com,NewsGuard,,TRUE,,ownership;management;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
news-hound.org,Wikipedia,,FALSE,,,,
news14kgpn.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
news14now.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
news4ktla.com,OpenSources;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;NewsGuard;Grinberg19,,TRUE,,falseContent;basicStandards;accountabilityPractices;deceptiveHeadlines;ownership;management;contentCreators,fake;satire,
newsammo.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Some Fake News,,,
newsandguts.com,NewsGuard,,TRUE,,accountabilityPractices;newsOpinion;ownership;management;contentCreators,,
newsandstoriesfromusa.com,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy;Fake News,,,
newsbbc.net,OpenSources,,TRUE,,,fake,
newsbiscuit.com,OpenSources;Buzzfeed16;Allcott18;Grinberg19,,TRUE,,,satire,
newsblaze.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy,,,
newsbreakers.org,OpenSources,,TRUE,,,satire,
newsbreakhere.com,PolitiFact;Allcott18,,FALSE,,,,
newsbreakingspipe.com,PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
newsbreakshere.com,OpenSources;Wikipedia;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Some Fake News,,fake,
newsbuzzdaily.com,Wikipedia;Snopes;Buzzfeed16;Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,,
newsbysquad.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
newschicken.com,MBFC,,FALSE,Extreme Right;Fake News,,,
newsconservative.com,MBFC;Buzzfeed17;PolitiFact;Allcott18,,FALSE,Extreme Right;Propaganda;Conspiracy;Fake News,,,
newscorpse.com,OpenSources,,TRUE,,,political,
newsdaily10.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
newsdaily12.com,OpenSources;Buzzfeed16;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
newsdaily27.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
newsexaminer.net,OpenSources;Wikipedia;Snopes;MBFC;Buzzfeed16;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;Grinberg19,,TRUE,Fake News,,fake;satire,
newsfakes.com,NewsGuard,,FALSE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
newsfeedhunter.com,MBFC;Buzzfeed17;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Fake News,,,
newsfeedobserver.com,Allcott18;Grinberg19,,FALSE,,,,
newsformetoday.com,PolitiFact;Allcott18,,FALSE,,,,
newsfrompolitics.com,OpenSources,,TRUE,,,fake,
newshubs.info,Buzzfeed16;Buzzfeed17;Allcott18;Grinberg19,,TRUE,,,,
newsinsider-us.com,NewsGuard,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
newsjustforyou1.blogspot.com,PolitiFact;Allcott18;Grinberg19,,TRUE,,,,
newsleak.co,OpenSources;PolitiFact;Allcott18;Grinberg19,,TRUE,,,fake,
newslo.com,OpenSources;Buzzfeed16;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
newslogue.com,OpenSources,,FALSE,,,bias;fake,
newsmagazine.com,OpenSources,,TRUE,,,fake,
newsmax.com,OpenSources,,TRUE,,,unreliable;bias,
newsmutiny.com,OpenSources,,TRUE,,,satire;fake,
newsninja2012.com,OpenSources,,FALSE,,,bias,
newsnow17.com,Buzzfeed16;Allcott18;Grinberg19,,FALSE,,,,
newsoftrump.com,PolitiFact;Allcott18,,TRUE,,,,
newsphd.com,PolitiFact;Allcott18,,FALSE,,,,
newsprocession.com,MBFC,,TRUE,Extreme Right;Poor Sourcing;Lack of Transparency,,,
newspunch.com,Wikipedia;FactCheck;MBFC;Buzzfeed17;Buzzfeed18;Allcott18;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy;Fake News,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
newsrescue.com,Allcott18,,TRUE,,,,
newstarget.com,OpenSources;NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,conspiracy,
newsthump.com,OpenSources,,TRUE,,,satire,
newstoad.net,OpenSources,,TRUE,,,satire,
newsuptoday.com,MBFC;PolitiFact;Allcott18,,TRUE,Extreme Right;Propaganda,,,
newswars.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Some Fake News,,,
newswatch28.com,OpenSources;Snopes,,FALSE,,,fake,
newswatch33.com,OpenSources;Wikipedia;Snopes;Buzzfeed16;Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,fake,
newswire-24.com,OpenSources,,FALSE,,,rumor;unreliable,
newswithviews.com,OpenSources;MBFC,,TRUE,Extreme Right,,fake;conspiracy,
newyorker.com/humor,OpenSources,,TRUE,,,satire,
newzmagazine.com,PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
nmws.us,MBFC,,FALSE,Extreme Left;Propaganda;Conspiracy;Pseudoscience,,,
nnettle.com,PolitiFact;Allcott18;NewsGuard,,TRUE,,newsOpinion;falseContent;basicStandards;deceptiveHeadlines;accountabilityPractices,,
nodisinfo.com,OpenSources,,FALSE,,,conspiracy;unreliable,
nofakenewsonline.us,FactCheck;Buzzfeed18;NewsGuard,,FALSE,,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
nomorefakenews.com,OpenSources,,TRUE,,,conspiracy,
northcrane.com,OpenSources,,FALSE,,,unreliable,
noscomunicamos.com,MBFC,,FALSE,Extreme Right;Anti-Islam;Conspiracy,,,
notallowedto.com,OpenSources;Buzzfeed16;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;Grinberg19,,TRUE,,,clickbait;fake,
noticias-frescas.com,Buzzfeed17;Buzzfeed18;Allcott18,,TRUE,,,,
noticias365.info,Allcott18;Grinberg19,,FALSE,,,,
notizzia.com,Buzzfeed17;Buzzfeed18;Allcott18,,TRUE,,,,
notmypot.us,Buzzfeed18;NewsGuard,,FALSE,,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
now8news.com,OpenSources;Wikipedia;Snopes;CBS;Buzzfeed16;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;Grinberg19,,TRUE,,,fake,
nowtheendbegins.com,OpenSources;Allcott18;NewsGuard,,TRUE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership,conspiracy,
npiamerica.org,OpenSources;MBFC,,FALSE,Extreme Right;Hate Group,,hate;bias,
nraila.org,NewsGuard,,TRUE,,ownership;contentCreators;accountabilityPractices;management;newsOpinion,,
ntknetwork.com,NewsGuard,,FALSE,,basicStandards;accountabilityPractices;newsOpinion;ownership;management;contentCreators,,
nunadisbereel.com,PolitiFact;Allcott18,,FALSE,,,,
nutritionalanarchy.com,OpenSources,,TRUE,,,unreliable,
nutritionfacts.org,OpenSources,,TRUE,,,reliable,
nydailynews-tv.com,PolitiFact;Allcott18,,FALSE,,,,
nyeveningnews.com,FactCheck,,FALSE,,,,
nymeta.co,OpenSources;Buzzfeed16;Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,clickbait;satire,
o4anews.com,MBFC,,TRUE,Extreme Right;Propaganda;Fake News,,,
oann.com,OpenSources,,TRUE,,,political;reliable,
oathkeepers.org,OpenSources;MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy,,bias,
objectiveministries.org,OpenSources,,TRUE,,,satire,
observatorial.com,Allcott18,,FALSE,,,,
observer.com,OpenSources,,TRUE,,,political,
observeronline.news,PolitiFact;Allcott18,,FALSE,,,,
occupy.com,OpenSources,,TRUE,,,political,
occupydemocrats.com,OpenSources;MBFC;Allcott18;NewsGuard;Grinberg19,,FALSE,Extreme Left;Propaganda;Conspiracies;Some Fake News,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;management,clickbait;bias;unreliable,
occupyliberals.com,OpenSources,,FALSE,,,bias;clickbait,
off-guardian.org,OpenSources,,TRUE,,,bias;conspiracy,
offgrid.news,NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
offgridsurvival.com,OpenSources,,TRUE,,,conspiracy;bias,
oftwominds.com,OpenSources,,TRUE,,,bias;conspiracy,
oilgeopolitics.net,OpenSources,,TRUE,,,conspiracy,
onepoliticalplaza.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,TRUE,,,fake,
onlineconservativepress.com,OpenSources;MBFC,,FALSE,Extreme Right;Conspiracy;Propaganda,,fake;conspiracy;bias,
onlysimchas.com,Allcott18,,TRUE,,,,
openmagazines.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Fake News,,fake,
openmindmagazine.com,OpenSources,,FALSE,,,bias;conspiracy,
oppositionreport.com,MBFC,,TRUE,Extreme Left;Propaganda;Some Fake News,,,
oreillypost.com,Buzzfeed16;Allcott18;Grinberg19,,TRUE,,,,
organicconsumers.org,NewsGuard,,TRUE,,contentCreators;management;ownership;falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines,,
orgcns.org,NewsGuard,,TRUE,,contentCreators;management;ownership;falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines,,
orientalreview.org,OpenSources,,TRUE,,,bias;conspiracy,
other98.com,OpenSources;MBFC,,TRUE,Extreme Left;Propaganda;Conspiracy,,clickbait;bias;unreliable,
oureyeonislam.com,MBFC,,FALSE,Extreme Right;Islamophobia;Propaganda;Hate Group,,,
ourlandofthefree.com,PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
ourthoughtsnprayers.com,Buzzfeed18;NewsGuard,,FALSE,,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
pacificpundit.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Fake News,,,
pakalertpress.com,OpenSources,,TRUE,,,fake,
palmerreport.com,OpenSources;Allcott18;NewsGuard,,TRUE,,falseContent;basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices,bias,
pamelageller.com,OpenSources;MBFC;Allcott18,,TRUE,Extreme Right;Conspiracy;Propaganda;Anti-Islam,,conspiracy;fake;bias,
paris.actualites.co,Allcott18;Grinberg19,,FALSE,,,,
patdollar.com,OpenSources,,FALSE,,,bias;clickbait,
patribotics.blog,MBFC,,TRUE,Right;Propaganda;Conspiracy,,,
patriotbeacon.com,MBFC;NewsGuard,,TRUE,Extreme Right;Propaganda,basicStandards;accountabilityPractices;ownership;management;contentCreators,,
patriotbeat.com,MBFC,,FALSE,Extreme Right;Propaganda,,,
patriotchronicle.com,OpenSources,,TRUE,,,bias;clickbait,
patriotcrier.com,PolitiFact;Allcott18,,TRUE,,,,
patriotfires.com,MBFC,,FALSE,Extreme Right;Propaganda,,,
patriothangout.com,MBFC;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Fake News,,,
patrioticexpress.com,MBFC;NewsGuard,,FALSE,Extreme Right;Conspiracy;Propaganda;Lack of Transparency;Poor Sourcing,basicStandards;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators;accountabilityPractices,,
patrioticviralnews.com,MBFC,,TRUE,Extreme Right;Propaganda,,,
patriotjournal.org,MBFC;NewsGuard,,TRUE,Extreme Right Bias;Poor Sourcing;Propaganda,basicStandards;newsOpinion;accountabilityPractices;ownership,,
patriotnetwork.one,FactCheck;NewsGuard,,FALSE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
patriotnewsdaily.com,OpenSources,,TRUE,,,satire,
patriotpost.us,OpenSources,,TRUE,,,bias,
patriotrising.com,OpenSources,,FALSE,,,bias;conspiracy,
patriotsvoice.info,MBFC,,FALSE,Extreme Right;Propaganda,,,
patriotswalk.us,FactCheck,,FALSE,,,,
patriotupdate.com,OpenSources;MBFC,,TRUE,Extreme Right;Propaganda;Some Fake News,,bias;conspiracy,
patriotusa.website,PolitiFact;Allcott18,,FALSE,,,,
paulcraigroberts.org,OpenSources,,TRUE,,,bias;conspiracy,
perezhilton.com,NewsGuard,,TRUE,,ownership;management;contentCreators;accountabilityPractices;deceptiveHeadlines;newsOpinion;basicStandards,,
persecutes.com,Buzzfeed17;PolitiFact;Allcott18;Grinberg19,,FALSE,,,,
personalliberty.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy,,,
peta.org,NewsGuard,,TRUE,,basicStandards;accountabilityPractices;ownership;contentCreators,,
pjmedia.com,OpenSources;NewsGuard,,TRUE,,ownership;labelsAdvertising;basicStandards;newsOpinion;accountabilityPractices,political;bias,
platosguns.com,OpenSources,,TRUE,,,bias;conspiracy;bias,
plymouthpatriotpost.com,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy,,,
pmnightlynews.com,MBFC,,TRUE,Extreme Right;Conspiracy;Fake News,,,
policetask.com,FactCheck,,FALSE,,,,
politicalblindspot.com,OpenSources,,FALSE,,,conspiracy;junksci,
politicalcult.com,OpenSources,,TRUE,,,bias;clickbait;conspiracy,
politicaldig.com,NewsGuard,,TRUE,,accountabilityPractices;newsOpinion;basicStandards;ownership;management;contentCreators,,
politicalears.com,OpenSources;MBFC,,FALSE,Extreme Right;Fake News,,unreliable;clickbait,
politicalinbox.com,MBFC,,FALSE,Extreme Left;Propaganda,,,
politicalite.com,NewsGuard,,TRUE,,newsOpinion;basicStandards;deceptiveHeadlines,,
politicalmayhem.news,MBFC;PolitiFact;Allcott18,,TRUE,Extreme Right;Propaganda;Conspiracy,,,
politicalo.com,OpenSources;PolitiFact;Allcott18,,FALSE,,,fake,
politicalsitenews.com,OpenSources;MBFC,,TRUE,Extreme Right;Propaganda;Fake News,,fake,
politicalupdator.com,OpenSources,,FALSE,,,fake;clickbait;bias,
politicass.com,PolitiFact;Allcott18,,FALSE,,,,
politicoinfo.com,MBFC,,FALSE,Extreme Right;Imposter Site;Propaganda;Fake news,,,
politicono.com,OpenSources;PolitiFact;Allcott18,,FALSE,,,fake,
politicops.com,OpenSources;FactCheck;CBS;Buzzfeed16;PolitiFact;Allcott18;Grinberg19,,FALSE,,,satire;fake,
politicot.com,OpenSources;FactCheck;Buzzfeed17;Buzzfeed18;Allcott18;Grinberg19,,FALSE,,,satire;fake,
politicsedge.com,FactCheck,,FALSE,,,,
politicsfast.com,FactCheck,,FALSE,,,,
politicsfocus.com,FactCheck,,FALSE,,,,
politicsintheusa.com,OpenSources,,FALSE,,,unreliable;bias,
politicslive.net,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy;Fake News,,,
politicsmate.com,FactCheck,,FALSE,,,,
politicspaper.com,PolitiFact;Allcott18,,FALSE,,,,
politicstec.com,FactCheck,,FALSE,,,,
politicsusanews.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Fake News,,fake,
politicsvision.com,FactCheck,,FALSE,,,,
politicususa.com,OpenSources,,TRUE,,,clickbait;unreliable,
politifact.news,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Fake News,,,
pollhype.com,OpenSources,,TRUE,,,rumor;clickbait;bias,
pollution.news,NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
positivedaily.com,PolitiFact;Allcott18,,FALSE,,,,
postcard.news,Allcott18;PolitiFact,,TRUE,,,,
potatriotpost.com,Buzzfeed17;Allcott18,,FALSE,,,,
potatriotpost.us,Buzzfeed18;NewsGuard,,FALSE,,ownership;management;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines;accountabilityPractices,,
powderedwigsociety.com,MBFC;Allcott18;NewsGuard,,TRUE,Extreme Right;Propaganda;Some Fake News,falseContent;basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices;ownership;management,,
powerdaily.us,Allcott18;Grinberg19,,FALSE,,,,
powerofnative.com,MBFC,,TRUE,Conspiracy;Pseudoscience;Fake News,,,
powerpoliticians.com,OpenSources,,FALSE,,,unreliable,
prageru.com,MBFC,,TRUE,Extreme Right;Propaganda;Poor Sourcing;Mixed Fact Checking,,,
pravda.ru,OpenSources,,TRUE,,,bias;rumor;conspiracy,
pravdareport.com,OpenSources,,TRUE,,,bias;rumor;conspiracy,
prepperwebsite.com,OpenSources,,TRUE,,,conspiracy;fake,
president45donaldtrump.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,TRUE,Extreme Right;Propaganda;Conspiracy;Fake News,,fake,
presidentialvoting2016.com,OpenSources,,FALSE,,,political;bias;unreliable,
presstv.com,OpenSources,,TRUE,,,bias;unreliable,
presstv.ir,OpenSources,,TRUE,,,bias;unreliable,
pressunion.org,Buzzfeed17;Allcott18;Grinberg19,,TRUE,,,,
prideof-america.org,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Fake News,,,
prisonplanet.com,OpenSources,,TRUE,,,conspiracy,
prisonplanet.tv,OpenSources,,FALSE,,,conspiracy,
prntly.com,OpenSources;Wikipedia;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Some Fake News,,fake,
proamericanews.com,OpenSources;MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy,,fake,
profam.org,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Hate Group,,,
progressivestoday.com,OpenSources;MBFC,,TRUE,Extreme Right;Propaganda,,bias,
progresstribune.com,MBFC;NewsGuard,,FALSE,Extreme Left;Propaganda,basicStandards;newsOpinion;ownership;management;contentCreators;falseContent;deceptiveHeadlines;accountabilityPractices,,
projectpurge.com,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy,,,
projectveritas.com,OpenSources;NewsGuard,,TRUE,,basicStandards;accountabilityPractices;newsOpinion;ownership;contentCreators,bias;unreliable;political,
proud-patriots.com,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy;Fake News,,,
proudcons.com,OpenSources;MBFC;Allcott18,,TRUE,Extreme Right;Propaganda,,fake;bias,
proudemocrat.com,OpenSources,,FALSE,,,political,
proudleader.com,MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Fake News,,,
puppetstringnews.com,FactCheck;MBFC;PolitiFact;Allcott18;NewsGuard,,TRUE,Extreme Right;Propaganda;Conspiracy;Fake News,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
qpolitical.com,OpenSources;MBFC;Allcott18,,FALSE,Extreme Right;Propaganda;Some Fake News,,bias;clickbait;junksci,
qualitysharing.com,Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,,
rawforbeauty.com,OpenSources,,FALSE,,,junksci,
rawstory.com,OpenSources,,TRUE,,,political;clickbait,
react365.com,OpenSources;Wikipedia;Snopes;MBFC;CBS;Buzzfeed16;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;NewsGuard;Grinberg19,,FALSE,Fake News,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;management;contentCreators,fake,
readconservatives.news,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,TRUE,Extreme Right;Propaganda;Fake News,,bias;fake;clickbait,
reagancoalition.com,OpenSources;MBFC,,TRUE,Extreme Right;Propaganda;Some Fake News,,bias;fake;clickbait,
reaganwasright.com,Buzzfeed17;Allcott18,,FALSE,,,,
realfarmacy.com,OpenSources;NewsGuard,,TRUE,,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,junksci;conspiracy,
realnewsrightnow.com,OpenSources;FactCheck;CBS;Buzzfeed16;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;Grinberg19,,TRUE,,,fake;satire,
realplanetnews.com,OpenSources,,FALSE,,,junksci,
realpostmag.com,Snopes,,TRUE,,,,
realtimepolitics.com,OpenSources;MBFC,,TRUE,Extreme Left;Propaganda;Conspiracy;Some Fake News,,bias;unreliable,
rearfront.com,PolitiFact;Allcott18,,TRUE,,,,
redcountry.us,OpenSources;MBFC;Buzzfeed17;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Anti-Islam,,fake,
redflagnews.com,OpenSources;Wikipedia;Allcott18,,FALSE,,,bias;conspiracy;unreliable,
redice.tv,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Hate Group,,,
redinfo.us,MBFC;Buzzfeed17;Buzzfeed18;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Propaganda;Fake News,,,
redpeople.us,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy;Fake News,,,
redpolitics.us,MBFC;PolitiFact;Allcott18,,FALSE,Extreme Right;Propaganda;Some Fake News,,,
redrocktribune.com,OpenSources;MBFC;PolitiFact;Allcott18;Grinberg19,,FALSE,Extreme Right;Conspiracy;Anti-Islam,,fake,
redstate.com,OpenSources;NewsGuard,,TRUE,,basicStandards;ownership;management;contentCreators;newsOpinion;deceptiveHeadlines,political;clickbait,
redstatejournalist.com,MBFC,,FALSE,Extreme Right;Propaganda;Fake News,,,
redstatepundit.com,MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy,,,
redstatewatcher.com,OpenSources;MBFC;Allcott18;NewsGuard;Grinberg19,,TRUE,Extreme Right;Propaganda;Lack of Transparency;Poor Sourcing;Some Fake News,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,bias;clickbait,
redstatewave.com,MBFC;NewsGuard,,FALSE,Extreme Right;Propaganda;Fake News,falseContent;basicStandards;accountabilityPractices;newsOpinion;deceptiveHeadlines;ownership;management;contentCreators,,
reductress.com,OpenSources,,TRUE,,,satire,
redwhiteandright.com,MBFC,,TRUE,Extreme Right;Propaganda,,,
reflectionofmind.org,PolitiFact;Allcott18,,FALSE,,,,
regated.com,OpenSources;Allcott18,,FALSE,,,bias,
religionlo.com,OpenSources;PolitiFact;Allcott18,,FALSE,,,satire,
religionmind.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
religiousmind.com,Allcott18,,FALSE,,,,
remedydaily.com,OpenSources,,TRUE,,,clickbait,
remnantnewspaper.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Hate Group,,,
renewamerica.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Hate Group,,,
rense.com,OpenSources,,TRUE,,,conspiracy;junksci,
researchantisemitism.ca,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Anti-Palestinian;Lack of Transparency,,,
resistancereport.com,OpenSources;MBFC,,FALSE,,,political;unreliable,
responsibletechnology.org,OpenSources,,TRUE,,,junksci,
returnofkings.com,OpenSources;MBFC,,TRUE,Hate Group;Extreme Right,,hate,
returntonow.net,NewsGuard,,TRUE,,basicStandards;falseContent;accountabilityPractices;newsOpinion;ownership;management;contentCreators,,
revolutions2040.com,OpenSources;PolitiFact;Allcott18,,FALSE,,,junksci;clickbait,
rhotv.com,OpenSources,,FALSE,,,fake,
rickwells.us,OpenSources;MBFC;Allcott18;Grinberg19,,TRUE,Extreme Right;Propaganda;Conspiracy,,fake;conspiracy,
rightalert.com,OpenSources,,TRUE,,,bias;unreliable,
rightalerts.com,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy,,,
rightjournalist.com,MBFC,,FALSE,Extreme Right;Propaganda;Some Fake News,,,
rightsidenews.com,Allcott18,,TRUE,,,,
rightsmarts.com,MBFC,,TRUE,Extreme Right;Propaganda,,,
rightwing.news,NewsGuard,,TRUE,,falseContent;basicStandards;newsOpinion;deceptiveHeadlines;contentCreators,,
rightwingnews.com,OpenSources;MBFC;Allcott18;NewsGuard,,TRUE,Extreme Right;Propaganda,falseContent;basicStandards;newsOpinion;deceptiveHeadlines;contentCreators,bias;unreliable,
rightwingtribune.com,FactCheck;NewsGuard,,TRUE,,newsOpinion;deceptiveHeadlines;accountabilityPractices;ownership;management;contentCreators,,
rilenews.com,OpenSources;CBS;Buzzfeed16;Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,fake;satire,
rinf.com,OpenSources;MBFC,,FALSE,Extreme Right;Propaganda;Conspiracy;Hate Group,,political,
rockcitytimes.com,OpenSources,,TRUE,,,satire,
rodong.rep.kp,MBFC,,FALSE,Extreme Left;Propaganda;Conspiracy;Nationalism,,,
rofl.news,NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
rogue-nation3.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,TRUE,,,fake,
ronpaulinstitute.org,OpenSources,,FALSE,,,political,
rrtribune.com,MBFC,,FALSE,Extreme Right;Conspiracy;Anti-Islam,,,
rt.com,MBFC;NewsGuard,,TRUE,Russian Propaganda;Conspiracy;Lack of Transparency;Some Fake News,newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines,,
rumorjournal.com,OpenSources;PolitiFact;Allcott18;Grinberg19,,FALSE,,,fake,
rumormillnews.com,OpenSources,,TRUE,,,conspiracy;junksci;rumor,
ruptly.tv,OpenSources;NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;deceptiveHeadlines,political,
rushlimbaugh.com,NewsGuard,,TRUE,,basicStandards;newsOpinion;deceptiveHeadlines;accountabilityPractices,,
russia-insider.com,OpenSources,,TRUE,,,bias;clickbait,
ruthinstitute.org,MBFC,,TRUE,Extreme Right;Propaganda;Conspiracy;Hate Group,,,
rwnofficial.com,FactCheck;MBFC;NewsGuard,,TRUE,Extreme Right;Propaganda;Some Fake News,falseContent;basicStandards;newsOpinion;deceptiveHeadlines;contentCreators,,
satiratribune.com,OpenSources;Snopes;Buzzfeed16;Buzzfeed17;PolitiFact;Allcott18;Grinberg19,,FALSE,,,satire,
satirewire.com,OpenSources,,TRUE,,,satire,
saynotopot.us,Buzzfeed18,,FALSE,,,,
scaryhours.com,Buzzfeed17;Allcott18,,FALSE,,,,
science.news,NewsGuard,,TRUE,,ownership;newsOpinion;falseContent;basicStandards;contentCreators;labelsAdvertising;deceptiveHeadlines;accountabilityPractices,,
scrapetv.com,Buzzfeed16;Buzzfeed17;Allcott18;Grinberg19,,FALSE,,,,
scrappleface.com,OpenSources,,TRUE,,,satire,
secretsofthefed.com,OpenSources,,FALSE,,,conspiracy;junksci,
sensationalisttimes.com,OpenSources,,TRUE,,,satire,
